"","SEQN","INDFMMPI","INDFMMPC","INQ300","IND310"
"6067",136444,2.33,3,2,3
"6068",136445,0.36,1,2,1
"6069",136446,0.52,1,2,1
"6070",136447,NA,9,2,2
"6071",136448,2.03,3,1,NA
"6072",136449,0.44,1,2,1
"6073",136450,NA,NA,NA,NA
"6074",136451,4.44,3,1,NA
"6075",136452,5,3,1,NA
"6076",136453,NA,NA,NA,NA
"6077",136454,1.67,2,1,NA
"6078",136455,NA,3,2,3
"6079",136456,NA,NA,NA,NA
"6080",136457,3.96,3,1,NA
"6081",136458,2.03,3,1,NA
"6082",136459,3.87,3,2,1
"6083",136460,0.98,1,2,1
"6084",136461,1.98,3,2,1
"6085",136462,0.44,1,2,3
"6086",136463,1.13,1,2,1
"6087",136464,4.83,3,1,NA
"6088",136465,5,3,2,5
"6089",136466,1.71,2,1,NA
"6090",136467,2.41,3,2,1
"6091",136468,NA,NA,NA,NA
"6092",136469,1.09,1,2,1
"6093",136470,NA,NA,NA,NA
"6094",136471,0.2,1,2,1
"6095",136472,NA,NA,NA,NA
"6096",136473,1.06,1,2,1
"6097",136474,5,3,1,NA
"6098",136475,1.49,2,1,NA
"6099",136476,0,1,2,1
"6100",136477,NA,3,1,NA
"6101",136478,NA,1,2,1
"6102",136479,NA,NA,NA,NA
"6103",136480,NA,NA,NA,NA
"6104",136481,2.49,3,2,1
"6105",136482,NA,NA,NA,NA
"6106",136483,3.17,3,1,NA
"6107",136484,3.24,3,1,NA
"6108",136485,3.07,3,2,4
"6109",136486,4.42,3,1,NA
"6110",136487,3.1,3,1,NA
"6111",136488,NA,NA,NA,NA
"6112",136489,5,3,1,NA
"6113",136490,5,3,1,NA
"6114",136491,1.04,1,2,1
"6115",136492,1.64,2,2,2
"6116",136493,0.74,1,2,1
"6117",136494,NA,9,9,NA
"6118",136495,0.52,1,2,1
"6119",136496,5,3,1,NA
"6120",136497,NA,3,1,NA
"6121",136498,NA,1,2,1
"6122",136499,NA,NA,NA,NA
"6123",136500,0.72,1,2,1
"6124",136501,2.21,3,2,1
"6125",136502,0.33,1,2,3
"6126",136503,2.46,3,2,1
"6127",136504,4.26,3,1,NA
"6128",136505,1.29,1,2,1
"6129",136506,NA,NA,NA,NA
"6130",136507,1.02,1,2,1
"6131",136508,5,3,1,NA
"6132",136509,2.38,3,9,NA
"6133",136510,NA,NA,NA,NA
"6134",136511,3.2,3,1,NA
"6135",136512,5,3,1,NA
"6136",136513,NA,NA,NA,NA
"6137",136514,2.09,3,2,2
"6138",136515,2.43,3,2,1
"6139",136516,NA,NA,NA,NA
"6140",136517,0.92,1,2,1
"6141",136518,2,3,2,1
"6142",136519,NA,1,2,1
"6143",136520,1.48,2,2,1
"6144",136521,0.56,1,2,1
"6145",136522,0.26,1,2,2
"6146",136523,NA,3,1,NA
"6147",136524,0.97,1,2,1
"6148",136525,2.66,3,1,NA
"6149",136526,1.3,1,1,NA
"6150",136527,2.43,3,1,NA
"6151",136528,4.86,3,1,NA
"6152",136529,3.62,3,2,1
"6153",136530,5,3,1,NA
"6154",136531,NA,3,1,NA
"6155",136532,2.38,3,1,NA
"6156",136533,NA,NA,NA,NA
"6157",136534,3.7,3,1,NA
"6158",136535,4.66,3,1,NA
"6159",136536,2.62,3,1,NA
"6160",136537,1.61,2,2,1
"6161",136538,0.57,1,2,1
"6162",136539,4.42,3,1,NA
"6163",136540,2.08,3,2,2
"6164",136541,5,3,1,NA
"6165",136542,NA,9,2,4
"6166",136543,NA,NA,NA,NA
"6167",136544,NA,NA,NA,NA
"6168",136545,3.17,3,1,NA
"6169",136546,0.78,1,2,1
"6170",136547,5,3,1,NA
"6171",136548,0.81,1,2,1
"6172",136549,2.65,3,2,2
"6173",136550,NA,3,2,2
"6174",136551,NA,2,2,1
"6175",136552,1.3,1,2,1
"6176",136553,NA,NA,NA,NA
"6177",136554,NA,NA,NA,NA
"6178",136555,1.4,2,2,1
"6179",136556,1.86,3,2,1
"6180",136557,5,3,1,NA
"6181",136558,1.31,2,2,1
"6182",136559,1.71,2,2,1
"6183",136560,5,3,1,NA
"6184",136561,2.73,3,1,NA
"6185",136562,NA,NA,NA,NA
"6186",136563,1.61,2,1,NA
"6187",136564,2.16,3,2,3
"6188",136565,1.52,2,2,1
"6189",136566,2.75,3,1,NA
"6190",136567,5,3,1,NA
"6191",136568,2.06,3,1,NA
"6192",136569,0.46,1,2,1
"6193",136570,NA,NA,NA,NA
"6194",136571,4.42,3,1,NA
"6195",136572,1.38,2,1,NA
"6196",136573,1.95,3,2,1
"6197",136574,0.72,1,2,1
"6198",136575,5,3,2,3
"6199",136576,1.89,3,2,2
"6200",136577,5,3,2,2
"6201",136578,1.19,1,2,1
"6202",136579,1.8,2,1,NA
"6203",136580,0.44,1,2,1
"6204",136581,2.19,3,2,1
"6205",136582,3.36,3,2,1
"6206",136583,0.95,1,2,1
"6207",136584,0.77,1,2,4
"6208",136585,3.47,3,1,NA
"6209",136586,1.89,3,1,NA
"6210",136587,NA,2,2,3
"6211",136588,4.56,3,1,NA
"6212",136589,2.03,3,1,NA
"6213",136590,2.08,3,2,1
"6214",136591,NA,NA,NA,NA
"6215",136592,2.62,3,1,NA
"6216",136593,NA,1,2,1
"6217",136594,0.86,1,2,1
"6218",136595,NA,3,2,2
"6219",136596,0.68,1,2,1
"6220",136597,1.55,2,2,3
"6221",136598,2.8,3,2,2
"6222",136599,1.97,3,2,1
"6223",136600,0,1,2,1
"6224",136601,1.38,2,2,1
"6225",136602,1.04,1,2,1
"6226",136603,NA,NA,NA,NA
"6227",136604,2.03,3,1,NA
"6228",136605,NA,3,1,NA
"6229",136606,1.51,2,2,1
"6230",136607,0.8,1,2,1
"6231",136608,1.95,3,1,NA
"6232",136609,NA,1,2,1
"6233",136610,NA,NA,NA,NA
"6234",136611,5,3,1,NA
"6235",136612,0.6,1,2,1
"6236",136613,NA,9,2,1
"6237",136614,NA,NA,NA,NA
"6238",136615,0.6,1,2,2
"6239",136616,5,3,1,NA
"6240",136617,2.41,3,1,NA
"6241",136618,2.73,3,2,1
"6242",136619,0,1,2,1
"6243",136620,NA,7,7,NA
"6244",136621,1.97,3,2,1
"6245",136622,1.37,2,2,1
"6246",136623,5,3,1,NA
"6247",136624,3.65,3,1,NA
"6248",136625,2.43,3,2,1
"6249",136626,3.65,3,1,NA
"6250",136627,0.69,1,2,77
"6251",136628,1.83,2,1,NA
"6252",136629,1.57,2,2,5
"6253",136630,0.86,1,2,1
"6254",136631,NA,3,2,5
"6255",136632,0.59,1,2,1
"6256",136633,NA,NA,NA,NA
"6257",136634,3.71,3,2,1
"6258",136635,1.66,2,7,NA
"6259",136636,NA,3,1,NA
"6260",136637,5,3,1,NA
"6261",136638,5,3,1,NA
"6262",136639,4.62,3,2,4
"6263",136640,2.6,3,2,2
"6264",136641,2.16,3,1,NA
"6265",136642,0.73,1,1,NA
"6266",136643,1.31,2,2,2
"6267",136644,1.38,2,2,1
"6268",136645,4,3,1,NA
"6269",136646,1.91,3,2,4
"6270",136647,0.91,1,2,1
"6271",136648,NA,NA,NA,NA
"6272",136649,0.73,1,2,1
"6273",136650,3.09,3,1,NA
"6274",136651,1.77,2,2,1
"6275",136652,3.1,3,1,NA
"6276",136653,1.54,2,2,2
"6277",136654,0.16,1,2,1
"6278",136655,2.41,3,1,NA
"6279",136656,1.24,1,2,1
"6280",136657,4.13,3,1,NA
"6281",136658,2,3,1,NA
"6282",136659,1.49,2,1,NA
"6283",136660,NA,NA,NA,NA
"6284",136661,1.38,2,2,1
"6285",136662,1.91,3,2,1
"6286",136663,NA,3,1,NA
"6287",136664,1.15,1,2,1
"6288",136665,0.55,1,2,1
"6289",136666,1.48,2,2,2
"6290",136667,1.07,1,2,3
"6291",136668,2.13,3,2,2
"6292",136669,NA,NA,NA,NA
"6293",136670,2.96,3,1,NA
"6294",136671,5,3,2,5
"6295",136672,1.28,1,1,NA
"6296",136673,NA,1,2,1
"6297",136674,2.72,3,1,NA
"6298",136675,5,3,1,NA
"6299",136676,NA,NA,NA,NA
"6300",136677,NA,9,1,NA
"6301",136678,2.81,3,1,NA
"6302",136679,4.37,3,1,NA
"6303",136680,5,3,1,NA
"6304",136681,NA,1,2,99
"6305",136682,5,3,1,NA
"6306",136683,1.33,2,2,1
"6307",136684,1.51,2,2,1
"6308",136685,1.39,2,2,5
"6309",136686,2.21,3,1,NA
"6310",136687,NA,1,2,1
"6311",136688,1.41,2,2,4
"6312",136689,0.44,1,2,1
"6313",136690,3.36,3,1,NA
"6314",136691,NA,NA,NA,NA
"6315",136692,NA,NA,NA,NA
"6316",136693,3.41,3,2,2
"6317",136694,1.36,2,2,77
"6318",136695,0.62,1,2,1
"6319",136696,2.77,3,7,NA
"6320",136697,0.82,1,1,NA
"6321",136698,1.11,1,2,3
"6322",136699,2.56,3,2,1
"6323",136700,NA,2,1,NA
"6324",136701,0.92,1,2,1
"6325",136702,5,3,1,NA
"6326",136703,0,1,2,1
"6327",136704,NA,NA,NA,NA
"6328",136705,1.57,2,2,1
"6329",136706,0.18,1,2,1
"6330",136707,1.85,2,2,77
"6331",136708,1.58,2,2,1
"6332",136709,0.46,1,2,1
"6333",136710,1.37,2,2,1
"6334",136711,1.29,1,2,2
"6335",136712,NA,1,2,1
"6336",136713,5,3,1,NA
"6337",136714,1.04,1,2,1
"6338",136715,3.2,3,2,2
"6339",136716,NA,9,2,99
"6340",136717,5,3,1,NA
"6341",136718,5,3,1,NA
"6342",136719,1.02,1,2,2
"6343",136720,5,3,1,NA
"6344",136721,0.46,1,2,1
"6345",136722,4.51,3,2,5
"6346",136723,5,3,1,NA
"6347",136724,2.43,3,1,NA
"6348",136725,NA,2,1,NA
"6349",136726,NA,NA,NA,NA
"6350",136727,5,3,1,NA
"6351",136728,2.43,3,2,1
"6352",136729,5,3,1,NA
"6353",136730,5,3,7,NA
"6354",136731,NA,NA,NA,NA
"6355",136732,5,3,1,NA
"6356",136733,0.17,1,2,1
"6357",136734,1.36,2,2,1
"6358",136735,2.03,3,1,NA
"6359",136736,5,3,1,NA
"6360",136737,0.68,1,2,1
"6361",136738,0.66,1,2,1
"6362",136739,5,3,1,NA
"6363",136740,4.36,3,2,5
"6364",136741,0.37,1,2,1
"6365",136742,4.83,3,1,NA
"6366",136743,0,1,2,1
"6367",136744,5,3,1,NA
"6368",136745,5,3,1,NA
"6369",136746,NA,3,1,NA
"6370",136747,1.08,1,2,1
"6371",136748,1.68,2,2,1
"6372",136749,0.46,1,2,1
"6373",136750,4.26,3,1,NA
"6374",136751,4.83,3,1,NA
"6375",136752,NA,3,1,NA
"6376",136753,0.09,1,2,2
"6377",136754,2.63,3,2,1
"6378",136755,NA,1,2,1
"6379",136756,4.32,3,1,NA
"6380",136757,1.58,2,1,NA
"6381",136758,4.17,3,1,NA
"6382",136759,NA,NA,NA,NA
"6383",136760,1.97,3,2,4
"6384",136761,NA,3,1,NA
"6385",136762,5,3,1,NA
"6386",136763,5,3,1,NA
"6387",136764,NA,9,1,NA
"6388",136765,5,3,1,NA
"6389",136766,4.32,3,1,NA
"6390",136767,NA,7,7,NA
"6391",136768,1.3,1,1,NA
"6392",136769,5,3,1,NA
"6393",136770,3.28,3,1,NA
"6394",136771,1.15,1,2,1
"6395",136772,NA,2,2,1
"6396",136773,1.61,2,2,1
"6397",136774,1.32,2,2,1
"6398",136775,2,3,1,NA
"6399",136776,NA,3,1,NA
"6400",136777,NA,3,2,99
"6401",136778,NA,NA,NA,NA
"6402",136779,4.87,3,1,NA
"6403",136780,2.51,3,1,NA
"6404",136781,1.02,1,2,2
"6405",136782,NA,9,9,NA
"6406",136783,5,3,1,NA
"6407",136784,5,3,1,NA
"6408",136785,1.65,2,2,1
"6409",136786,2.09,3,2,2
"6410",136787,3.24,3,1,NA
"6411",136788,4.26,3,1,NA
"6412",136789,4.12,3,1,NA
"6413",136790,2.9,3,1,NA
"6414",136791,4.59,3,1,NA
"6415",136792,NA,NA,NA,NA
"6416",136793,0.97,1,2,1
"6417",136794,0.79,1,2,1
"6418",136795,NA,7,7,NA
"6419",136796,NA,NA,NA,NA
"6420",136797,0.33,1,2,1
"6421",136798,5,3,1,NA
"6422",136799,5,3,1,NA
"6423",136800,5,3,1,NA
"6424",136801,2.95,3,1,NA
"6425",136802,1.89,3,1,NA
"6426",136803,3.6,3,1,NA
"6427",136804,NA,9,2,1
"6428",136805,1.48,2,2,1
"6429",136806,1.32,2,2,1
"6430",136807,1.51,2,9,NA
"6431",136808,NA,NA,NA,NA
"6432",136809,NA,NA,NA,NA
"6433",136810,1.92,3,2,1
"6434",136811,4.8,3,1,NA
"6435",136812,5,3,1,NA
"6436",136813,0,1,2,1
"6437",136814,1.56,2,2,1
"6438",136815,NA,3,1,NA
"6439",136816,2.03,3,1,NA
"6440",136817,2.41,3,1,NA
"6441",136818,5,3,1,NA
"6442",136819,NA,NA,NA,NA
"6443",136820,1.86,3,7,NA
"6444",136821,1.3,1,2,1
"6445",136822,3.46,3,2,1
"6446",136823,3.87,3,1,NA
"6447",136824,0.82,1,2,1
"6448",136825,5,3,2,5
"6449",136826,1.58,2,1,NA
"6450",136827,NA,3,1,NA
"6451",136828,0.99,1,2,1
"6452",136829,NA,NA,NA,NA
"6453",136830,0,1,2,1
"6454",136831,2,3,2,1
"6455",136832,4.94,3,2,5
"6456",136833,NA,9,2,99
"6457",136834,NA,NA,NA,NA
"6458",136835,2.22,3,1,NA
"6459",136836,5,3,1,NA
"6460",136837,1.45,2,2,1
"6461",136838,3.93,3,1,NA
"6462",136839,1.64,2,2,1
"6463",136840,0.44,1,1,NA
"6464",136841,1.68,2,2,1
"6465",136842,1.08,1,2,1
"6466",136843,1.84,2,1,NA
"6467",136844,4.32,3,1,NA
"6468",136845,0.86,1,2,1
"6469",136846,0.77,1,2,1
"6470",136847,3.18,3,2,1
"6471",136848,0.04,1,2,1
"6472",136849,2.41,3,1,NA
"6473",136850,0.78,1,2,1
"6474",136851,NA,NA,NA,NA
"6475",136852,5,3,1,NA
"6476",136853,1.28,1,2,3
"6477",136854,NA,NA,NA,NA
"6478",136855,5,3,1,NA
"6479",136856,5,3,1,NA
"6480",136857,1.88,3,1,NA
"6481",136858,0.43,1,2,1
"6482",136859,5,3,1,NA
"6483",136860,1.8,2,2,1
"6484",136861,2.16,3,1,NA
"6485",136862,0.9,1,2,1
"6486",136863,NA,3,1,NA
"6487",136864,NA,NA,NA,NA
"6488",136865,4.26,3,2,4
"6489",136866,NA,NA,NA,NA
"6490",136867,NA,NA,NA,NA
"6491",136868,NA,9,2,1
"6492",136869,3.1,3,2,1
"6493",136870,0.22,1,2,1
"6494",136871,1.45,2,2,1
"6495",136872,1.22,1,2,1
"6496",136873,NA,1,2,1
"6497",136874,4.1,3,1,NA
"6498",136875,1.51,2,2,1
"6499",136876,5,3,1,NA
"6500",136877,0.23,1,2,1
"6501",136878,NA,3,7,NA
"6502",136879,0.88,1,2,1
"6503",136880,NA,3,7,NA
"6504",136881,2.61,3,9,NA
"6505",136882,2.78,3,2,1
"6506",136883,2.55,3,1,NA
"6507",136884,2,3,1,NA
"6508",136885,0.95,1,2,1
"6509",136886,3.03,3,2,1
"6510",136887,3.65,3,2,2
"6511",136888,0,1,2,3
"6512",136889,5,3,1,NA
"6513",136890,5,3,1,NA
"6514",136891,1.77,2,2,1
"6515",136892,NA,3,1,NA
"6516",136893,2.4,3,1,NA
"6517",136894,1.54,2,2,3
"6518",136895,0.93,1,2,1
"6519",136896,NA,NA,NA,NA
"6520",136897,3.23,3,2,1
"6521",136898,4.62,3,2,4
"6522",136899,0,1,2,1
"6523",136900,2.61,3,7,NA
"6524",136901,2.12,3,2,2
"6525",136902,0.82,1,2,1
"6526",136903,0.95,1,2,1
"6527",136904,5,3,1,NA
"6528",136905,NA,1,9,NA
"6529",136906,1.96,3,2,1
"6530",136907,NA,9,2,1
"6531",136908,NA,1,2,1
"6532",136909,1.38,2,2,1
"6533",136910,5,3,1,NA
"6534",136911,5,3,1,NA
"6535",136912,0.24,1,2,1
"6536",136913,3.2,3,1,NA
"6537",136914,1,1,2,1
"6538",136915,1.36,2,2,1
"6539",136916,NA,3,1,NA
"6540",136917,5,3,2,2
"6541",136918,1.83,2,1,NA
"6542",136919,1.64,2,2,1
"6543",136920,5,3,1,NA
"6544",136921,2.65,3,1,NA
"6545",136922,NA,3,9,NA
"6546",136923,0.87,1,2,1
"6547",136924,NA,2,7,NA
"6548",136925,NA,2,7,NA
"6549",136926,5,3,1,NA
"6550",136927,NA,7,1,NA
"6551",136928,1.31,2,2,1
"6552",136929,5,3,1,NA
"6553",136930,NA,7,2,1
"6554",136931,1.86,3,1,NA
"6555",136932,4.1,3,1,NA
"6556",136933,NA,2,2,1
"6557",136934,4.13,3,7,NA
"6558",136935,NA,NA,NA,NA
"6559",136936,2.76,3,1,NA
"6560",136937,3.38,3,2,2
"6561",136938,5,3,1,NA
"6562",136939,NA,NA,NA,NA
"6563",136940,NA,NA,NA,NA
"6564",136941,0.81,1,2,1
"6565",136942,NA,3,1,NA
"6566",136943,1.47,2,2,1
"6567",136944,0.15,1,2,1
"6568",136945,2.4,3,2,2
"6569",136946,2.41,3,2,1
"6570",136947,5,3,2,2
"6571",136948,5,3,1,NA
"6572",136949,NA,NA,NA,NA
"6573",136950,1.37,2,2,1
"6574",136951,1.01,1,1,NA
"6575",136952,0,1,1,NA
"6576",136953,2.1,3,2,1
"6577",136954,0.84,1,2,2
"6578",136955,NA,3,1,NA
"6579",136956,1.31,2,2,1
"6580",136957,NA,NA,NA,NA
"6581",136958,4,3,2,5
"6582",136959,1.19,1,2,1
"6583",136960,2.73,3,1,NA
"6584",136961,0.44,1,1,NA
"6585",136962,2.22,3,1,NA
"6586",136963,3.8,3,2,1
"6587",136964,2.61,3,1,NA
"6588",136965,NA,NA,NA,NA
"6589",136966,1.31,2,1,NA
"6590",136967,2.61,3,2,1
"6591",136968,3.97,3,1,NA
"6592",136969,0.3,1,2,1
"6593",136970,1.93,3,2,2
"6594",136971,2.62,3,2,99
"6595",136972,1.41,2,1,NA
"6596",136973,1.13,1,2,3
"6597",136974,5,3,1,NA
"6598",136975,4.94,3,1,NA
"6599",136976,3.73,3,2,4
"6600",136977,2.65,3,2,2
"6601",136978,NA,3,1,NA
"6602",136979,NA,NA,NA,NA
"6603",136980,5,3,1,NA
"6604",136981,5,3,2,4
"6605",136982,1.2,1,1,NA
"6606",136983,3.13,3,1,NA
"6607",136984,2.56,3,1,NA
"6608",136985,1.71,2,1,NA
"6609",136986,NA,NA,NA,NA
"6610",136987,1.81,2,1,NA
"6611",136988,4.59,3,1,NA
"6612",136989,0.68,1,2,1
"6613",136990,5,3,2,3
"6614",136991,NA,NA,NA,NA
"6615",136992,3.46,3,1,NA
"6616",136993,3.29,3,1,NA
"6617",136994,1.52,2,2,1
"6618",136995,1.04,1,2,1
"6619",136996,4.06,3,1,NA
"6620",136997,1.8,2,2,5
"6621",136998,5,3,1,NA
"6622",136999,1.79,2,2,2
"6623",137000,1.56,2,2,3
"6624",137001,2.59,3,2,1
"6625",137002,2.2,3,2,1
"6626",137003,1.51,2,1,NA
"6627",137004,NA,NA,NA,NA
"6628",137005,NA,NA,NA,NA
"6629",137006,NA,NA,NA,NA
"6630",137007,2.45,3,2,2
"6631",137008,1.61,2,2,1
"6632",137009,0.51,1,2,1
"6633",137010,NA,1,2,1
"6634",137011,3.36,3,2,1
"6635",137012,1.97,3,2,1
"6636",137013,NA,7,1,NA
"6637",137014,NA,NA,NA,NA
"6638",137015,3.53,3,2,1
"6639",137016,5,3,1,NA
"6640",137017,NA,NA,NA,NA
"6641",137018,0.67,1,2,1
"6642",137019,2.59,3,1,NA
"6643",137020,1.73,2,2,1
"6644",137021,0.18,1,2,1
"6645",137022,2.33,3,1,NA
"6646",137023,3.2,3,1,NA
"6647",137024,0.76,1,2,1
"6648",137025,5,3,1,NA
"6649",137026,1.33,2,2,1
"6650",137027,NA,2,9,NA
"6651",137028,1.54,2,2,1
"6652",137029,NA,9,9,NA
"6653",137030,0.97,1,2,99
"6654",137031,3.73,3,2,5
"6655",137032,0.67,1,2,1
"6656",137033,1.75,2,2,1
"6657",137034,2.7,3,2,3
"6658",137035,1.34,2,2,3
"6659",137036,NA,3,9,NA
"6660",137037,1.57,2,2,1
"6661",137038,2.08,3,2,1
"6662",137039,1.18,1,1,NA
"6663",137040,1.68,2,2,1
"6664",137041,NA,NA,NA,NA
"6665",137042,1.24,1,2,1
"6666",137043,1.31,2,2,1
"6667",137044,4.34,3,1,NA
"6668",137045,NA,2,7,NA
"6669",137046,2.07,3,1,NA
"6670",137047,1.36,2,2,3
"6671",137048,5,3,1,NA
"6672",137049,NA,NA,NA,NA
"6673",137050,5,3,1,NA
"6674",137051,3.29,3,1,NA
"6675",137052,0.82,1,2,1
"6676",137053,1.16,1,2,1
"6677",137054,1.94,3,2,1
"6678",137055,2.95,3,1,NA
"6679",137056,1.7,2,1,NA
"6680",137057,2.4,3,1,NA
"6681",137058,1.82,2,2,1
"6682",137059,2.41,3,1,NA
"6683",137060,0.44,1,2,1
"6684",137061,NA,3,1,NA
"6685",137062,2.17,3,2,1
"6686",137063,2.61,3,2,1
"6687",137064,1.44,2,9,NA
"6688",137065,2.03,3,1,NA
"6689",137066,1.73,2,2,4
"6690",137067,1.79,2,2,5
"6691",137068,3.46,3,2,3
"6692",137069,0.7,1,2,1
"6693",137070,4.32,3,1,NA
"6694",137071,NA,1,2,1
"6695",137072,NA,NA,NA,NA
"6696",137073,1.84,2,1,NA
"6697",137074,5,3,1,NA
"6698",137075,5,3,1,NA
"6699",137076,NA,9,1,NA
"6700",137077,1.48,2,2,3
"6701",137078,NA,NA,NA,NA
"6702",137079,3.38,3,1,NA
"6703",137080,NA,NA,NA,NA
"6704",137081,1.35,2,2,1
"6705",137082,0.78,1,2,1
"6706",137083,5,3,1,NA
"6707",137084,2.61,3,2,1
"6708",137085,NA,1,2,1
"6709",137086,2.48,3,2,3
"6710",137087,5,3,1,NA
"6711",137088,NA,3,1,NA
"6712",137089,2.17,3,2,3
"6713",137090,NA,1,2,3
"6714",137091,2.3,3,2,1
"6715",137092,1.15,1,2,1
"6716",137093,0.92,1,2,2
"6717",137094,3.53,3,1,NA
"6718",137095,NA,NA,NA,NA
"6719",137096,NA,2,1,NA
"6720",137097,4.32,3,1,NA
"6721",137098,NA,NA,NA,NA
"6722",137099,4.25,3,1,NA
"6723",137100,0.8,1,1,NA
"6724",137101,0.1,1,2,1
"6725",137102,2.6,3,1,NA
"6726",137103,5,3,1,NA
"6727",137104,5,3,1,NA
"6728",137105,0.91,1,2,1
"6729",137106,0.77,1,2,1
"6730",137107,4.24,3,1,NA
"6731",137108,2.61,3,1,NA
"6732",137109,0.77,1,2,1
"6733",137110,3.29,3,1,NA
"6734",137111,1.5,2,2,1
"6735",137112,2.39,3,2,2
"6736",137113,1.31,2,2,1
"6737",137114,NA,NA,NA,NA
"6738",137115,3.11,3,1,NA
"6739",137116,2.92,3,2,4
"6740",137117,NA,NA,NA,NA
"6741",137118,0.6,1,2,1
"6742",137119,1.38,2,1,NA
"6743",137120,NA,NA,NA,NA
"6744",137121,2.08,3,1,NA
"6745",137122,2.22,3,2,1
"6746",137123,2.43,3,1,NA
"6747",137124,5,3,2,3
"6748",137125,5,3,2,4
"6749",137126,1.51,2,2,1
"6750",137127,1.73,2,2,1
"6751",137128,5,3,2,4
"6752",137129,1.97,3,1,NA
"6753",137130,1.31,2,2,1
"6754",137131,1.28,1,1,NA
"6755",137132,NA,NA,NA,NA
"6756",137133,0,1,1,NA
"6757",137134,0.96,1,2,2
"6758",137135,NA,NA,NA,NA
"6759",137136,5,3,1,NA
"6760",137137,2.61,3,2,1
"6761",137138,1.15,1,1,NA
"6762",137139,1.22,1,2,1
"6763",137140,0.58,1,2,1
"6764",137141,0.92,1,2,1
"6765",137142,NA,NA,NA,NA
"6766",137143,3.53,3,1,NA
"6767",137144,NA,NA,NA,NA
"6768",137145,NA,7,7,NA
"6769",137146,NA,NA,NA,NA
"6770",137147,1.11,1,2,1
"6771",137148,1.93,3,2,1
"6772",137149,NA,3,1,NA
"6773",137150,0.79,1,1,NA
"6774",137151,0.86,1,2,1
"6775",137152,NA,NA,NA,NA
"6776",137153,1.94,3,2,1
"6777",137154,3.54,3,1,NA
"6778",137155,2.56,3,1,NA
"6779",137156,2.16,3,1,NA
"6780",137157,4.8,3,1,NA
"6781",137158,1.11,1,2,1
"6782",137159,1.94,3,1,NA
"6783",137160,4.59,3,1,NA
"6784",137161,1.23,1,2,1
"6785",137162,2.22,3,2,1
"6786",137163,4,3,1,NA
"6787",137164,NA,3,2,1
"6788",137165,0.68,1,2,1
"6789",137166,NA,3,1,NA
"6790",137167,2.57,3,1,NA
"6791",137168,4.59,3,1,NA
"6792",137169,NA,NA,NA,NA
"6793",137170,2.61,3,2,1
"6794",137171,0.41,1,2,1
"6795",137172,0.51,1,2,1
"6796",137173,NA,NA,NA,NA
"6797",137174,NA,1,2,1
"6798",137175,2.73,3,2,1
"6799",137176,5,3,1,NA
"6800",137177,5,3,1,NA
"6801",137178,2.21,3,7,NA
"6802",137179,0.93,1,2,1
"6803",137180,1.3,1,1,NA
"6804",137181,3.1,3,2,2
"6805",137182,1.25,1,2,5
"6806",137183,0.83,1,2,1
"6807",137184,4.42,3,2,3
"6808",137185,1.93,3,2,2
"6809",137186,4.75,3,1,NA
"6810",137187,NA,3,1,NA
"6811",137188,NA,3,2,3
"6812",137189,1.73,2,1,NA
"6813",137190,4.69,3,2,2
"6814",137191,NA,2,2,4
"6815",137192,NA,NA,NA,NA
"6816",137193,0.85,1,1,NA
"6817",137194,NA,NA,NA,NA
"6818",137195,NA,NA,NA,NA
"6819",137196,NA,NA,NA,NA
"6820",137197,1.2,1,2,1
"6821",137198,4.59,3,2,3
"6822",137199,5,3,1,NA
"6823",137200,3.44,3,1,NA
"6824",137201,1.04,1,2,1
"6825",137202,5,3,2,1
"6826",137203,4.94,3,2,1
"6827",137204,5,3,1,NA
"6828",137205,NA,NA,NA,NA
"6829",137206,1.85,2,2,1
"6830",137207,1.75,2,2,1
"6831",137208,0.69,1,2,2
"6832",137209,0.79,1,7,NA
"6833",137210,3.85,3,1,NA
"6834",137211,NA,1,2,1
"6835",137212,NA,NA,NA,NA
"6836",137213,3.65,3,2,3
"6837",137214,1.73,2,2,4
"6838",137215,4.1,3,2,2
"6839",137216,1.65,2,2,1
"6840",137217,1.73,2,2,1
"6841",137218,NA,NA,NA,NA
"6842",137219,NA,3,1,NA
"6843",137220,NA,2,2,99
"6844",137221,1.06,1,2,1
"6845",137222,5,3,1,NA
"6846",137223,NA,1,2,1
"6847",137224,NA,NA,NA,NA
"6848",137225,1.67,2,2,1
"6849",137226,NA,NA,NA,NA
"6850",137227,3.44,3,2,77
"6851",137228,NA,1,2,1
"6852",137229,1.1,1,2,1
"6853",137230,4.59,3,2,2
"6854",137231,3.29,3,2,4
"6855",137232,2.13,3,7,NA
"6856",137233,0.88,1,2,2
"6857",137234,3.98,3,2,1
"6858",137235,0.74,1,2,1
"6859",137236,2.81,3,1,NA
"6860",137237,0.62,1,2,1
"6861",137238,0.71,1,2,1
"6862",137239,5,3,1,NA
"6863",137240,3.53,3,1,NA
"6864",137241,5,3,2,1
"6865",137242,1.51,2,1,NA
"6866",137243,5,3,2,1
"6867",137244,1.2,1,2,4
"6868",137245,0.86,1,2,1
"6869",137246,NA,NA,NA,NA
"6870",137247,2.9,3,1,NA
"6871",137248,3.29,3,1,NA
"6872",137249,1.6,2,1,NA
"6873",137250,0.7,1,2,2
"6874",137251,3.95,3,1,NA
"6875",137252,3.29,3,1,NA
"6876",137253,4.59,3,1,NA
